Time,GCD,DOT,Xunhuan,Longyin,Longya,Pofeng,Chuanyun,Zhanbafang,Mie,Liuxue,Poxue,ZTotal,DTotal,Meihua,DChuanyun,DDot,Zcover,Dcover,DMcover,DCcover,DDcover
960,24,32,A,9.4004,19.5804,1,6.051,7.1992,1.633,27.042,61.067,40,88.109,44.864,57.48244925,51.4688,1,0.734241667,1.1216,1.437061231,1.715626667
960,24,32,B,9.2224,18.7554,1,5.058,7.6358,0,28.671,62.191,36.86,90.862,41.6716,53.96075068,53.5474,0.9215,0.757183333,1.04179,1.349018767,1.784913333
960,23,31,A,9.9156,20.6058,1,6.3308,7.5336,1.733,32.758,64.709,42,97.467,47.1188,60.43647393,58.6416,1.05,0.812225,1.17797,1.510911848,1.95472
960,23,31,B,9.4166,19.2654,1,5.1228,7.8446,0,33.11,65.173,37.705,98.283,42.6494,55.29196606,59.1792,0.942625,0.819025,1.066235,1.382299152,1.97264
960,23,30,A,9.9156,20.6058,1,6.3308,7.5336,1.733,33.495,66.322,42,99.817,47.1188,60.43647393,60.0238,1.05,0.831808333,1.17797,1.510911848,2.000793333
960,23,30,B,9.0554,18.7082,1,5.7792,8.0176,0,35.058,69.979,37.816,105.037,42.5604,54.96749071,63.0496,0.9454,0.875308333,1.06401,1.374187268,2.101653333
960,22,30,A,8.6362,19.949,1,9.513,7.1076,2.321,34.585,70.477,44,105.062,48.5268,61.20814338,62.7758,1.1,0.875516667,1.21317,1.530203585,2.092526667
960,22,30,B,9.1516,21.006,1,9.6344,8.0022,0,34.196,72.601,43.961,106.797,48.7942,62.26517704,63.2364,1.099025,0.889975,1.219855,1.556629426,2.10788
960,22,29,A,8.6362,19.949,1,9.513,7.1076,2.321,35.354,72.478,44,107.832,48.5268,61.20814338,64.3452,1.1,0.8986,1.21317,1.530203585,2.14484
960,22,29,B,9.1516,21.006,1,9.6344,8.0022,0,36.08,72.799,43.961,108.879,48.7942,62.26517704,65.1996,1.099025,0.907325,1.219855,1.556629426,2.17332
960,21,29,A,9.0466,20.9054,1,9.9458,7.3608,2.471,36.145,74.503,46,110.648,50.7296,64.03122409,65.9462,1.15,0.922066667,1.26824,1.600780602,2.198206667
960,21,29,B,9.3342,21.4292,1,9.8272,8.0572,0,36.695,74.497,44.717,111.192,49.6478,63.36426951,66.4938,1.117925,0.9266,1.241195,1.584106738,2.21646
960,21,28,A,9.0466,20.9054,1,9.9458,7.3608,2.471,32.264,75.322,46,107.586,50.7296,64.03122409,62.3928,1.15,0.89655,1.26824,1.600780602,2.07976
960,21,28,B,9.3282,21.4314,1,9.84,8.0518,0,33.781,75.147,44.724,108.928,49.6514,63.36565718,63.8398,1.1181,0.907733333,1.241285,1.58414143,2.127993333
960,20,27,A,9.4308,21.8628,1,10.3582,7.6998,2.592,38.013,79.225,48,117.238,52.9436,66.89705176,69.703,1.2,0.976983333,1.32359,1.672426294,2.323433333
960,20,27,B,9.2842,21.6642,1,9.9364,8.591,0,38.04,77.95,45.538,115.99,50.4758,64.52290842,69.22,1.13845,0.966583333,1.261895,1.613072711,2.307333333
960,20,26,A,9.4308,21.8628,1,10.3582,7.6998,2.592,38.915,81.625,48,120.54,52.9436,66.89705176,71.565,1.2,1.0045,1.32359,1.672426294,2.3855
960,20,26,B,9.283,21.5778,1,9.675,8.849,0,40.582,86.775,45.494,127.357,50.3848,64.50322491,75.292,1.13735,1.061308333,1.25962,1.612580623,2.509733333
960,19,26,A,10.0046,23.253,1,11.0496,8.1536,2.798,40.21,84.637,51,124.847,56.2588,71.14662055,74.0648,1.275,1.040391667,1.40647,1.778665514,2.468826667
960,19,26,B,9.5448,22.349,1,10.1664,8.8122,0,42.489,89.16,46.802,131.649,51.8724,66.36852852,78.153,1.17005,1.097075,1.29681,1.659213213,2.6051
960,19,25,A,10.0046,23.253,1,11.0496,8.1536,2.798,41.009,86.728,51,127.737,56.2588,71.14662055,75.7002,1.275,1.064475,1.40647,1.778665514,2.52334
960,19,25,B,9.3998,21.9298,1,9.9748,9.5972,0,42.2,87.077,46.853,129.277,51.9016,66.52176331,77.0308,1.171325,1.077308333,1.29754,1.663044083,2.567693333
1440,24,32,A,14.1668,29.9312,1,8.9258,10.7826,2.635,40.539,99.836,60,140.375,67.4414,87.1423395,80.4734,1,0.779861111,1.124023333,1.452372325,1.788297778
1440,24,32,B,13.9276,28.7294,1,7.2084,11.4904,0,43.211,101.433,54.982,144.644,62.3558,81.59346434,83.7842,0.916366667,0.803577778,1.039263333,1.359891072,1.861871111
1440,23,31,A,14.8718,31.5142,1,9.3608,11.3116,2.769,49.413,105.041,63,154.454,70.8274,91.59840647,91.4294,1.05,0.858077778,1.180456667,1.526640108,2.031764444
1440,23,31,B,14.1288,29.269,1,7.314,11.6446,0,49.899,105.981,55.868,155.88,63.3564,82.93859545,92.2914,0.931133333,0.866,1.05594,1.382309924,2.05092
1440,23,30,A,14.8718,31.5142,1,9.3608,11.3116,2.769,50.445,107.539,63,157.984,70.8274,91.59840647,93.4606,1.05,0.877688889,1.180456667,1.526640108,2.076902222
1440,23,30,B,13.5742,28.5264,1,8.2116,11.9416,0,52.824,113.126,56.047,165.95,63.2538,82.53987358,98.0744,0.934116667,0.921944444,1.05423,1.37566456,2.179431111
1440,22,30,A,12.9,30.3616,1,14.3576,10.4812,3.735,52.153,114.412,66,166.565,72.8354,92.49034285,97.9178,1.1,0.925361111,1.213923333,1.541505714,2.175951111
1440,22,30,B,13.537,31.6846,1,14.3674,11.6784,0,51.246,117.591,65.025,168.837,72.2674,92.88610265,98.2824,1.08375,0.937983333,1.204456667,1.548101711,2.184053333
1440,22,29,A,12.9,30.3616,1,14.3576,10.4812,3.735,53.318,117.601,66,170.919,72.8354,92.49034285,100.3584,1.1,0.94955,1.213923333,1.541505714,2.230186667
1440,22,29,B,13.537,31.6846,1,14.3674,11.6784,0,54.279,117.945,65.025,172.224,72.2674,92.88610265,101.457,1.08375,0.9568,1.204456667,1.548101711,2.2546
1440,21,29,A,13.483,31.785,1,15.0148,10.9604,3.915,54.706,120.823,69,175.529,76.1582,96.77331526,103.0352,1.15,0.975161111,1.269303333,1.612888588,2.289671111
1440,21,29,B,13.788,32.533,1,14.7246,11.8686,0,55.337,120.64,66.512,175.977,73.9142,95.04232405,103.593,1.108533333,0.97765,1.231903333,1.584038734,2.302066667
1440,21,28,A,13.483,31.785,1,15.0148,10.9604,3.915,48.053,120.823,69,168.876,76.1582,96.77331526,96.3822,1.15,0.9382,1.269303333,1.612888588,2.141826667
1440,21,28,B,13.7698,32.5272,1,14.7426,11.8694,0,50.273,120.712,66.515,170.985,73.909,95.03208535,98.5578,1.108583333,0.949916667,1.231816667,1.583868089,2.190173333
1440,20,27,A,14.0836,33.2136,1,15.678,11.3964,4.109,57.32,127.525,72,184.845,79.4806,101.0432426,108.33,1.2,1.026916667,1.324676667,1.684054043,2.407333333
1440,20,27,B,13.8708,33.1008,1,14.883,12.6686,0,57.176,124.608,68.084,181.784,75.5232,97.26950372,107.0192,1.134733333,1.009911111,1.25872,1.621158395,2.378204444
1440,20,26,A,14.0836,33.2136,1,15.678,11.3964,4.109,58.709,131.386,72,190.095,79.4806,101.0432426,111.2634,1.2,1.056083333,1.324676667,1.684054043,2.47252
1440,20,26,B,13.6968,32.785,1,14.5258,13.3898,0,61.39,138.826,68.007,200.216,75.3974,97.28343457,116.9204,1.13345,1.112311111,1.256623333,1.621390576,2.598231111
1440,19,26,A,14.8792,35.1008,1,16.5354,12.0362,4.359,60.454,135.268,76,195.722,83.9106,106.7523548,114.5612,1.266666667,1.087344444,1.39851,1.779205913,2.545804444
1440,19,26,B,14.0756,33.7928,1,15.2712,13.0086,0,64.051,142.815,69.546,206.866,77.1482,99.38970884,121.177,1.1591,1.149255556,1.285803333,1.656495147,2.692822222
